from,to,from_code,to_code,from_type,to_type,from_dir,to_dir,distance
405101,701121,405.0,701.0,1.0,-1.0,-1.0,-1.0,2528.5
701121,405101,701.0,405.0,-1.0,1.0,-1.0,-1.0,2338.3
405101,702011,405.0,702.0,1.0,1.0,-1.0,1.0,2242.8
702011,405101,702.0,405.0,1.0,1.0,1.0,-1.0,2292.1
405101,702031,405.0,702.0,1.0,1.0,-1.0,-1.0,2242.8
702031,405101,702.0,405.0,1.0,1.0,-1.0,-1.0,2292.1
405101,702041,405.0,702.0,1.0,-1.0,-1.0,1.0,2280.4
702041,405101,702.0,405.0,-1.0,1.0,1.0,-1.0,2254.5
405101,702051,405.0,702.0,1.0,0.0,-1.0,1.0,2280.4
702051,405101,702.0,405.0,0.0,1.0,1.0,-1.0,2254.5
405101,702052,405.0,702.0,1.0,0.0,-1.0,1.0,2280.4
702052,405101,702.0,405.0,0.0,1.0,1.0,-1.0,2254.5
405101,702111,405.0,702.0,1.0,0.0,-1.0,-1.0,2261.6
702111,405101,702.0,405.0,0.0,1.0,-1.0,-1.0,2273.2
405101,702112,405.0,702.0,1.0,0.0,-1.0,-1.0,2261.6
702112,405101,702.0,405.0,0.0,1.0,-1.0,-1.0,2273.2
405101,702121,405.0,702.0,1.0,-1.0,-1.0,-1.0,2261.6
702121,405101,702.0,405.0,-1.0,1.0,-1.0,-1.0,2273.2
405101,703021,405.0,703.0,1.0,0.0,-1.0,1.0,2512.8
703021,405101,703.0,405.0,0.0,1.0,1.0,-1.0,2502.5
405101,703022,405.0,703.0,1.0,-1.0,-1.0,1.0,2512.8
703022,405101,703.0,405.0,-1.0,1.0,1.0,-1.0,2502.5
405101,703031,405.0,703.0,1.0,-1.0,-1.0,1.0,2512.8
703031,405101,703.0,405.0,-1.0,1.0,1.0,-1.0,2502.5
405101,703051,405.0,703.0,1.0,1.0,-1.0,0.0,2593.1
703051,405101,703.0,405.0,1.0,1.0,0.0,-1.0,2588.8
405101,703052,405.0,703.0,1.0,1.0,-1.0,1.0,2593.1
703052,405101,703.0,405.0,1.0,1.0,1.0,-1.0,2588.8
405101,703081,405.0,703.0,1.0,1.0,-1.0,-1.0,2534.0
703081,405101,703.0,405.0,1.0,1.0,-1.0,-1.0,2538.5
405101,703082,405.0,703.0,1.0,1.0,-1.0,-1.0,2534.0
703082,405101,703.0,405.0,1.0,1.0,-1.0,-1.0,2538.5
405101,703091,405.0,703.0,1.0,1.0,-1.0,1.0,2534.0
703091,405101,703.0,405.0,1.0,1.0,1.0,-1.0,2538.5
405101,703111,405.0,703.0,1.0,-1.0,-1.0,-1.0,2469.2
703111,405101,703.0,405.0,-1.0,1.0,-1.0,-1.0,2464.7
405101,703112,405.0,703.0,1.0,-1.0,-1.0,-1.0,2469.2
703112,405101,703.0,405.0,-1.0,1.0,-1.0,-1.0,2464.7
405101,709011,405.0,709.0,1.0,1.0,-1.0,1.0,2344.2
709011,405101,709.0,405.0,1.0,1.0,1.0,-1.0,2300.3
405101,709021,405.0,709.0,1.0,1.0,-1.0,-1.0,2344.2
709021,405101,709.0,405.0,1.0,1.0,-1.0,-1.0,2300.3
405101,709081,405.0,709.0,1.0,1.0,-1.0,-1.0,2361.0
709081,405101,709.0,405.0,1.0,1.0,-1.0,-1.0,2317.1
405101,709082,405.0,709.0,1.0,1.0,-1.0,0.0,2361.0
709082,405101,709.0,405.0,1.0,1.0,0.0,-1.0,2317.1
405101,709083,405.0,709.0,1.0,1.0,-1.0,1.0,2361.0
709083,405101,709.0,405.0,1.0,1.0,1.0,-1.0,2317.1
405101,709101,405.0,709.0,1.0,-1.0,-1.0,-1.0,2361.0
709101,405101,709.0,405.0,-1.0,1.0,-1.0,-1.0,2317.1
405101,709111,405.0,709.0,1.0,0.0,-1.0,-1.0,2361.0
709111,405101,709.0,405.0,0.0,1.0,-1.0,-1.0,2317.1
405101,709112,405.0,709.0,1.0,0.0,-1.0,-1.0,2361.0
709112,405101,709.0,405.0,0.0,1.0,-1.0,-1.0,2317.1
405101,709121,405.0,709.0,1.0,-1.0,-1.0,-1.0,2361.0
709121,405101,709.0,405.0,-1.0,1.0,-1.0,-1.0,2317.1
405101,709651,405.0,709.0,1.0,0.0,-1.0,1.0,2344.2
709651,405101,709.0,405.0,0.0,1.0,1.0,-1.0,2300.3
405101,709652,405.0,709.0,1.0,0.0,-1.0,1.0,2344.2
709652,405101,709.0,405.0,0.0,1.0,1.0,-1.0,2300.3
405101,709661,405.0,709.0,1.0,-1.0,-1.0,1.0,2344.2
709661,405101,709.0,405.0,-1.0,1.0,1.0,-1.0,2300.3
405101,709711,405.0,709.0,1.0,0.0,-1.0,-1.0,2361.0
709711,405101,709.0,405.0,0.0,1.0,-1.0,-1.0,2317.1
405101,709712,405.0,709.0,1.0,0.0,-1.0,-1.0,2361.0
709712,405101,709.0,405.0,0.0,1.0,-1.0,-1.0,2317.1
405101,711021,405.0,711.0,1.0,1.0,-1.0,1.0,2138.3
711021,405101,711.0,405.0,1.0,1.0,1.0,-1.0,2025.7
405101,711022,405.0,711.0,1.0,1.0,-1.0,-1.0,2138.3
711022,405101,711.0,405.0,1.0,1.0,-1.0,-1.0,2025.7
405101,710051,405.0,710.0,1.0,0.0,-1.0,1.0,2231.2
710051,405101,710.0,405.0,0.0,1.0,1.0,-1.0,2117.6
405101,710052,405.0,710.0,1.0,0.0,-1.0,1.0,2231.2
710052,405101,710.0,405.0,0.0,1.0,1.0,-1.0,2117.6
405101,710053,405.0,710.0,1.0,0.0,-1.0,1.0,2231.2
710053,405101,710.0,405.0,0.0,1.0,1.0,-1.0,2117.6
405101,711081,405.0,711.0,1.0,1.0,-1.0,0.0,2113.5
711081,405101,711.0,405.0,1.0,1.0,0.0,-1.0,2050.5
405101,712111,405.0,712.0,1.0,-1.0,-1.0,-1.0,2020.2
712111,405101,712.0,405.0,-1.0,1.0,-1.0,-1.0,1980.8
405101,712112,405.0,712.0,1.0,0.0,-1.0,-1.0,2020.2
712112,405101,712.0,405.0,0.0,1.0,-1.0,-1.0,1980.8
405101,712113,405.0,712.0,1.0,0.0,-1.0,-1.0,2020.2
712113,405101,712.0,405.0,0.0,1.0,-1.0,-1.0,1980.8
405101,712181,405.0,712.0,1.0,1.0,-1.0,-1.0,2048.2
712181,405101,712.0,405.0,1.0,1.0,-1.0,-1.0,1997.2
405101,712182,405.0,712.0,1.0,1.0,-1.0,1.0,2048.2
712182,405101,712.0,405.0,1.0,1.0,1.0,-1.0,1997.2
405101,711651,405.0,711.0,1.0,0.0,-1.0,1.0,2138.3
711651,405101,711.0,405.0,0.0,1.0,1.0,-1.0,2025.7
405101,711652,405.0,711.0,1.0,0.0,-1.0,1.0,2138.3
711652,405101,711.0,405.0,0.0,1.0,1.0,-1.0,2025.7
405101,711653,405.0,711.0,1.0,0.0,-1.0,1.0,2138.3
711653,405101,711.0,405.0,0.0,1.0,1.0,-1.0,2025.7
405101,711661,405.0,711.0,1.0,-1.0,-1.0,1.0,2138.3
711661,405101,711.0,405.0,-1.0,1.0,1.0,-1.0,2025.7
405101,710681,405.0,710.0,1.0,1.0,-1.0,1.0,2247.0
710681,405101,710.0,405.0,1.0,1.0,1.0,-1.0,2165.2
405101,710682,405.0,710.0,1.0,1.0,-1.0,0.0,2247.0
710682,405101,710.0,405.0,1.0,1.0,0.0,-1.0,2165.2
405101,711711,405.0,711.0,1.0,-1.0,-1.0,-1.0,2113.5
711711,405101,711.0,405.0,-1.0,1.0,-1.0,-1.0,2050.5
405101,711712,405.0,711.0,1.0,0.0,-1.0,-1.0,2113.5
711712,405101,711.0,405.0,0.0,1.0,-1.0,-1.0,2050.5
405101,711713,405.0,711.0,1.0,0.0,-1.0,-1.0,2113.5
711713,405101,711.0,405.0,0.0,1.0,-1.0,-1.0,2050.5
405101,711721,405.0,711.0,1.0,-1.0,-1.0,-1.0,2113.5
711721,405101,711.0,405.0,-1.0,1.0,-1.0,-1.0,2050.5
405101,712751,405.0,712.0,1.0,0.0,-1.0,1.0,2057.6
712751,405101,712.0,405.0,0.0,1.0,1.0,-1.0,1943.4
405101,712752,405.0,712.0,1.0,0.0,-1.0,1.0,2057.6
712752,405101,712.0,405.0,0.0,1.0,1.0,-1.0,1943.4
405101,712753,405.0,712.0,1.0,0.0,-1.0,1.0,2057.6
712753,405101,712.0,405.0,0.0,1.0,1.0,-1.0,1943.4
405101,712754,405.0,712.0,1.0,-1.0,-1.0,1.0,2057.6
712754,405101,712.0,405.0,-1.0,1.0,1.0,-1.0,1943.4
405101,710801,405.0,710.0,1.0,-1.0,-1.0,-1.0,2215.3
710801,405101,710.0,405.0,-1.0,1.0,-1.0,-1.0,2133.5
405101,710811,405.0,710.0,1.0,0.0,-1.0,-1.0,2215.3
710811,405101,710.0,405.0,0.0,1.0,-1.0,-1.0,2133.5
405101,710812,405.0,710.0,1.0,0.0,-1.0,-1.0,2215.3
710812,405101,710.0,405.0,0.0,1.0,-1.0,-1.0,2133.5
405111,405111,405.0,405.0,1.0,1.0,1.0,1.0,0.0
405111,405641,405.0,405.0,1.0,-1.0,1.0,-1.0,28.9
405641,405111,405.0,405.0,-1.0,1.0,-1.0,1.0,29.9
405111,405651,405.0,405.0,1.0,-1.0,1.0,-1.0,28.9
405651,405111,405.0,405.0,-1.0,1.0,-1.0,1.0,29.9
405111,405661,405.0,405.0,1.0,0.0,1.0,-1.0,28.9
405661,405111,405.0,405.0,0.0,1.0,-1.0,1.0,29.9
405111,405681,405.0,405.0,1.0,1.0,1.0,0.0,61.1
405681,405111,405.0,405.0,1.0,1.0,0.0,1.0,75.5
405111,405711,405.0,405.0,1.0,0.0,1.0,1.0,61.1
405711,405111,405.0,405.0,0.0,1.0,1.0,1.0,75.5
405111,405712,405.0,405.0,1.0,0.0,1.0,1.0,61.1
405712,405111,405.0,405.0,0.0,1.0,1.0,1.0,75.5
405111,405721,405.0,405.0,1.0,-1.0,1.0,1.0,61.1
405721,405111,405.0,405.0,-1.0,1.0,1.0,1.0,75.5
405111,406011,405.0,406.0,1.0,-1.0,1.0,-1.0,488.7
406011,405111,406.0,405.0,-1.0,1.0,-1.0,1.0,558.8
405111,406021,405.0,406.0,1.0,0.0,1.0,-1.0,488.7
406021,405111,406.0,405.0,0.0,1.0,-1.0,1.0,558.8
405111,406022,405.0,406.0,1.0,0.0,1.0,-1.0,488.7
406022,405111,406.0,405.0,0.0,1.0,-1.0,1.0,558.8
405111,406081,405.0,406.0,1.0,0.0,1.0,1.0,793.6
406081,405111,406.0,405.0,0.0,1.0,1.0,1.0,1587.3
405111,406082,405.0,406.0,1.0,0.0,1.0,1.0,793.6
406082,405111,406.0,405.0,0.0,1.0,1.0,1.0,1587.3
405111,406091,405.0,406.0,1.0,-1.0,1.0,1.0,793.6
406091,405111,406.0,405.0,-1.0,1.0,1.0,1.0,1587.3
405111,406101,405.0,406.0,1.0,1.0,1.0,-1.0,824.4
406101,405111,406.0,405.0,1.0,1.0,-1.0,1.0,583.7
405111,406121,405.0,406.0,1.0,1.0,1.0,1.0,824.4
406121,405111,406.0,405.0,1.0,1.0,1.0,1.0,583.7
405111,701021,405.0,701.0,1.0,1.0,1.0,0.0,2520.6
701021,405111,701.0,405.0,1.0,1.0,0.0,1.0,2316.1
405111,701051,405.0,701.0,1.0,0.0,1.0,1.0,2513.4
701051,405111,701.0,405.0,0.0,1.0,1.0,1.0,2323.3
405111,701052,405.0,701.0,1.0,0.0,1.0,1.0,2513.4
701052,405111,701.0,405.0,0.0,1.0,1.0,1.0,2323.3
405111,701111,405.0,701.0,1.0,-1.0,1.0,-1.0,2528.5
701111,405111,701.0,405.0,-1.0,1.0,-1.0,1.0,2338.3
405111,701112,405.0,701.0,1.0,0.0,1.0,-1.0,2528.5
701112,405111,701.0,405.0,0.0,1.0,-1.0,1.0,2338.3
405111,701113,405.0,701.0,1.0,0.0,1.0,-1.0,2528.5
701113,405111,701.0,405.0,0.0,1.0,-1.0,1.0,2338.3
405111,701121,405.0,701.0,1.0,-1.0,1.0,-1.0,2528.5
701121,405111,701.0,405.0,-1.0,1.0,-1.0,1.0,2338.3
405111,702011,405.0,702.0,1.0,1.0,1.0,1.0,2242.8
702011,405111,702.0,405.0,1.0,1.0,1.0,1.0,2292.1
405111,702031,405.0,702.0,1.0,1.0,1.0,-1.0,2242.8
702031,405111,702.0,405.0,1.0,1.0,-1.0,1.0,2292.1
405111,702041,405.0,702.0,1.0,-1.0,1.0,1.0,2280.4
702041,405111,702.0,405.0,-1.0,1.0,1.0,1.0,2254.5
405111,702051,405.0,702.0,1.0,0.0,1.0,1.0,2280.4
702051,405111,702.0,405.0,0.0,1.0,1.0,1.0,2254.5
405111,702052,405.0,702.0,1.0,0.0,1.0,1.0,2280.4
702052,405111,702.0,405.0,0.0,1.0,1.0,1.0,2254.5
405111,702111,405.0,702.0,1.0,0.0,1.0,-1.0,2261.6
702111,405111,702.0,405.0,0.0,1.0,-1.0,1.0,2273.2
405111,702112,405.0,702.0,1.0,0.0,1.0,-1.0,2261.6
702112,405111,702.0,405.0,0.0,1.0,-1.0,1.0,2273.2
405111,702121,405.0,702.0,1.0,-1.0,1.0,-1.0,2261.6
702121,405111,702.0,405.0,-1.0,1.0,-1.0,1.0,2273.2
405111,703021,405.0,703.0,1.0,0.0,1.0,1.0,2512.8
703021,405111,703.0,405.0,0.0,1.0,1.0,1.0,2502.5
405111,703022,405.0,703.0,1.0,-1.0,1.0,1.0,2512.8
703022,405111,703.0,405.0,-1.0,1.0,1.0,1.0,2502.5
405111,703031,405.0,703.0,1.0,-1.0,1.0,1.0,2512.8
703031,405111,703.0,405.0,-1.0,1.0,1.0,1.0,2502.5
405111,703051,405.0,703.0,1.0,1.0,1.0,0.0,2593.1
703051,405111,703.0,405.0,1.0,1.0,0.0,1.0,2588.8
405111,703052,405.0,703.0,1.0,1.0,1.0,1.0,2593.1
703052,405111,703.0,405.0,1.0,1.0,1.0,1.0,2588.8
405111,703081,405.0,703.0,1.0,1.0,1.0,-1.0,2534.0
703081,405111,703.0,405.0,1.0,1.0,-1.0,1.0,2538.5
405111,703082,405.0,703.0,1.0,1.0,1.0,-1.0,2534.0
703082,405111,703.0,405.0,1.0,1.0,-1.0,1.0,2538.5
405111,703091,405.0,703.0,1.0,1.0,1.0,1.0,2534.0
703091,405111,703.0,405.0,1.0,1.0,1.0,1.0,2538.5
405111,703111,405.0,703.0,1.0,-1.0,1.0,-1.0,2469.2
703111,405111,703.0,405.0,-1.0,1.0,-1.0,1.0,2464.7
405111,703112,405.0,703.0,1.0,-1.0,1.0,-1.0,2469.2
703112,405111,703.0,405.0,-1.0,1.0,-1.0,1.0,2464.7
405111,709011,405.0,709.0,1.0,1.0,1.0,1.0,2344.2
709011,405111,709.0,405.0,1.0,1.0,1.0,1.0,2300.3
405111,709021,405.0,709.0,1.0,1.0,1.0,-1.0,2344.2
709021,405111,709.0,405.0,1.0,1.0,-1.0,1.0,2300.3
405111,709081,405.0,709.0,1.0,1.0,1.0,-1.0,2361.0
709081,405111,709.0,405.0,1.0,1.0,-1.0,1.0,2317.1
405111,709082,405.0,709.0,1.0,1.0,1.0,0.0,2361.0
709082,405111,709.0,405.0,1.0,1.0,0.0,1.0,2317.1
405111,709083,405.0,709.0,1.0,1.0,1.0,1.0,2361.0
709083,405111,709.0,405.0,1.0,1.0,1.0,1.0,2317.1
405111,709101,405.0,709.0,1.0,-1.0,1.0,-1.0,2361.0
709101,405111,709.0,405.0,-1.0,1.0,-1.0,1.0,2317.1
405111,709111,405.0,709.0,1.0,0.0,1.0,-1.0,2361.0
709111,405111,709.0,405.0,0.0,1.0,-1.0,1.0,2317.1
405111,709112,405.0,709.0,1.0,0.0,1.0,-1.0,2361.0
709112,405111,709.0,405.0,0.0,1.0,-1.0,1.0,2317.1
405111,709121,405.0,709.0,1.0,-1.0,1.0,-1.0,2361.0
709121,405111,709.0,405.0,-1.0,1.0,-1.0,1.0,2317.1
405111,709651,405.0,709.0,1.0,0.0,1.0,1.0,2344.2
709651,405111,709.0,405.0,0.0,1.0,1.0,1.0,2300.3
405111,709652,405.0,709.0,1.0,0.0,1.0,1.0,2344.2
709652,405111,709.0,405.0,0.0,1.0,1.0,1.0,2300.3
405111,709661,405.0,709.0,1.0,-1.0,1.0,1.0,2344.2
709661,405111,709.0,405.0,-1.0,1.0,1.0,1.0,2300.3
405111,709711,405.0,709.0,1.0,0.0,1.0,-1.0,2361.0
709711,405111,709.0,405.0,0.0,1.0,-1.0,1.0,2317.1
405111,709712,405.0,709.0,1.0,0.0,1.0,-1.0,2361.0
709712,405111,709.0,405.0,0.0,1.0,-1.0,1.0,2317.1
405111,711021,405.0,711.0,1.0,1.0,1.0,1.0,2138.3
711021,405111,711.0,405.0,1.0,1.0,1.0,1.0,2025.7
405111,711022,405.0,711.0,1.0,1.0,1.0,-1.0,2138.3
711022,405111,711.0,405.0,1.0,1.0,-1.0,1.0,2025.7
405111,710051,405.0,710.0,1.0,0.0,1.0,1.0,2231.2
710051,405111,710.0,405.0,0.0,1.0,1.0,1.0,2117.6
405111,710052,405.0,710.0,1.0,0.0,1.0,1.0,2231.2
710052,405111,710.0,405.0,0.0,1.0,1.0,1.0,2117.6
405111,710053,405.0,710.0,1.0,0.0,1.0,1.0,2231.2
710053,405111,710.0,405.0,0.0,1.0,1.0,1.0,2117.6
405111,711081,405.0,711.0,1.0,1.0,1.0,0.0,2113.5
711081,405111,711.0,405.0,1.0,1.0,0.0,1.0,2050.5
405111,712111,405.0,712.0,1.0,-1.0,1.0,-1.0,2020.2
712111,405111,712.0,405.0,-1.0,1.0,-1.0,1.0,1980.8
405111,712112,405.0,712.0,1.0,0.0,1.0,-1.0,2020.2
712112,405111,712.0,405.0,0.0,1.0,-1.0,1.0,1980.8
405111,712113,405.0,712.0,1.0,0.0,1.0,-1.0,2020.2
712113,405111,712.0,405.0,0.0,1.0,-1.0,1.0,1980.8
405111,712181,405.0,712.0,1.0,1.0,1.0,-1.0,2048.2
712181,405111,712.0,405.0,1.0,1.0,-1.0,1.0,1997.2
405111,712182,405.0,712.0,1.0,1.0,1.0,1.0,2048.2
712182,405111,712.0,405.0,1.0,1.0,1.0,1.0,1997.2
405111,711651,405.0,711.0,1.0,0.0,1.0,1.0,2138.3
711651,405111,711.0,405.0,0.0,1.0,1.0,1.0,2025.7
405111,711652,405.0,711.0,1.0,0.0,1.0,1.0,2138.3
711652,405111,711.0,405.0,0.0,1.0,1.0,1.0,2025.7
405111,711653,405.0,711.0,1.0,0.0,1.0,1.0,2138.3
711653,405111,711.0,405.0,0.0,1.0,1.0,1.0,2025.7
405111,711661,405.0,711.0,1.0,-1.0,1.0,1.0,2138.3
711661,405111,711.0,405.0,-1.0,1.0,1.0,1.0,2025.7
405111,710681,405.0,710.0,1.0,1.0,1.0,1.0,2247.0
710681,405111,710.0,405.0,1.0,1.0,1.0,1.0,2165.2
405111,710682,405.0,710.0,1.0,1.0,1.0,0.0,2247.0
710682,405111,710.0,405.0,1.0,1.0,0.0,1.0,2165.2
405111,711711,405.0,711.0,1.0,-1.0,1.0,-1.0,2113.5
711711,405111,711.0,405.0,-1.0,1.0,-1.0,1.0,2050.5
405111,711712,405.0,711.0,1.0,0.0,1.0,-1.0,2113.5
711712,405111,711.0,405.0,0.0,1.0,-1.0,1.0,2050.5
405111,711713,405.0,711.0,1.0,0.0,1.0,-1.0,2113.5
711713,405111,711.0,405.0,0.0,1.0,-1.0,1.0,2050.5
405111,711721,405.0,711.0,1.0,-1.0,1.0,-1.0,2113.5
711721,405111,711.0,405.0,-1.0,1.0,-1.0,1.0,2050.5
405111,712751,405.0,712.0,1.0,0.0,1.0,1.0,2057.6
712751,405111,712.0,405.0,0.0,1.0,1.0,1.0,1943.4
405111,712752,405.0,712.0,1.0,0.0,1.0,1.0,2057.6
712752,405111,712.0,405.0,0.0,1.0,1.0,1.0,1943.4
405111,712753,405.0,712.0,1.0,0.0,1.0,1.0,2057.6
712753,405111,712.0,405.0,0.0,1.0,1.0,1.0,1943.4
405111,712754,405.0,712.0,1.0,-1.0,1.0,1.0,2057.6
712754,405111,712.0,405.0,-1.0,1.0,1.0,1.0,1943.4
405111,710801,405.0,710.0,1.0,-1.0,1.0,-1.0,2215.3
710801,405111,710.0,405.0,-1.0,1.0,-1.0,1.0,2133.5
405111,710811,405.0,710.0,1.0,0.0,1.0,-1.0,2215.3
710811,405111,710.0,405.0,0.0,1.0,-1.0,1.0,2133.5
405111,710812,405.0,710.0,1.0,0.0,1.0,-1.0,2215.3
710812,405111,710.0,405.0,0.0,1.0,-1.0,1.0,2133.5
405641,405641,405.0,405.0,-1.0,-1.0,-1.0,-1.0,0.0
405641,405651,405.0,405.0,-1.0,-1.0,-1.0,-1.0,0.0
405651,405641,405.0,405.0,-1.0,-1.0,-1.0,-1.0,0.0
405641,405661,405.0,405.0,-1.0,0.0,-1.0,-1.0,0.0
405661,405641,405.0,405.0,0.0,-1.0,-1.0,-1.0,0.0
405641,405681,405.0,405.0,-1.0,1.0,-1.0,0.0,70.0
405681,405641,405.0,405.0,1.0,-1.0,0.0,-1.0,45.7
405641,405711,405.0,405.0,-1.0,0.0,-1.0,1.0,70.0
405711,405641,405.0,405.0,0.0,-1.0,1.0,-1.0,45.7
405641,405712,405.0,405.0,-1.0,0.0,-1.0,1.0,70.0
405712,405641,405.0,405.0,0.0,-1.0,1.0,-1.0,45.7
405641,405721,405.0,405.0,-1.0,-1.0,-1.0,1.0,70.0
405721,405641,405.0,405.0,-1.0,-1.0,1.0,-1.0,45.7
405641,406011,405.0,406.0,-1.0,-1.0,-1.0,-1.0,518.5
406011,405641,406.0,405.0,-1.0,-1.0,-1.0,-1.0,529.0
405641,406021,405.0,406.0,-1.0,0.0,-1.0,-1.0,518.5
406021,405641,406.0,405.0,0.0,-1.0,-1.0,-1.0,529.0
405641,406022,405.0,406.0,-1.0,0.0,-1.0,-1.0,518.5
406022,405641,406.0,405.0,0.0,-1.0,-1.0,-1.0,529.0
405641,406081,405.0,406.0,-1.0,0.0,-1.0,1.0,823.5
406081,405641,406.0,405.0,0.0,-1.0,1.0,-1.0,1557.4
405641,406082,405.0,406.0,-1.0,0.0,-1.0,1.0,823.5
406082,405641,406.0,405.0,0.0,-1.0,1.0,-1.0,1557.4
405641,406091,405.0,406.0,-1.0,-1.0,-1.0,1.0,823.5
406091,405641,406.0,405.0,-1.0,-1.0,1.0,-1.0,1557.4
405641,406101,405.0,406.0,-1.0,1.0,-1.0,-1.0,854.3
406101,405641,406.0,405.0,1.0,-1.0,-1.0,-1.0,553.8
405641,406121,405.0,406.0,-1.0,1.0,-1.0,1.0,854.3
406121,405641,406.0,405.0,1.0,-1.0,1.0,-1.0,553.8
405641,701021,405.0,701.0,-1.0,1.0,-1.0,0.0,2529.5
701021,405641,701.0,405.0,1.0,-1.0,0.0,-1.0,2286.3
405641,701051,405.0,701.0,-1.0,0.0,-1.0,1.0,2522.4
701051,405641,701.0,405.0,0.0,-1.0,1.0,-1.0,2293.4
405641,701052,405.0,701.0,-1.0,0.0,-1.0,1.0,2522.4
701052,405641,701.0,405.0,0.0,-1.0,1.0,-1.0,2293.4
405641,701111,405.0,701.0,-1.0,-1.0,-1.0,-1.0,2537.4
701111,405641,701.0,405.0,-1.0,-1.0,-1.0,-1.0,2308.5
405641,701112,405.0,701.0,-1.0,0.0,-1.0,-1.0,2537.4
701112,405641,701.0,405.0,0.0,-1.0,-1.0,-1.0,2308.5
405641,701113,405.0,701.0,-1.0,0.0,-1.0,-1.0,2537.4
701113,405641,701.0,405.0,0.0,-1.0,-1.0,-1.0,2308.5
405641,701121,405.0,701.0,-1.0,-1.0,-1.0,-1.0,2537.4
701121,405641,701.0,405.0,-1.0,-1.0,-1.0,-1.0,2308.5
405641,702011,405.0,702.0,-1.0,1.0,-1.0,1.0,2251.7
702011,405641,702.0,405.0,1.0,-1.0,1.0,-1.0,2262.3
405641,702031,405.0,702.0,-1.0,1.0,-1.0,-1.0,2251.7
702031,405641,702.0,405.0,1.0,-1.0,-1.0,-1.0,2262.3
405641,702041,405.0,702.0,-1.0,-1.0,-1.0,1.0,2289.3
702041,405641,702.0,405.0,-1.0,-1.0,1.0,-1.0,2224.6
405641,702051,405.0,702.0,-1.0,0.0,-1.0,1.0,2289.3
702051,405641,702.0,405.0,0.0,-1.0,1.0,-1.0,2224.6
405641,702052,405.0,702.0,-1.0,0.0,-1.0,1.0,2289.3
702052,405641,702.0,405.0,0.0,-1.0,1.0,-1.0,2224.6
405641,702111,405.0,702.0,-1.0,0.0,-1.0,-1.0,2270.6
702111,405641,702.0,405.0,0.0,-1.0,-1.0,-1.0,2243.4
405641,702112,405.0,702.0,-1.0,0.0,-1.0,-1.0,2270.6
702112,405641,702.0,405.0,0.0,-1.0,-1.0,-1.0,2243.4
405641,702121,405.0,702.0,-1.0,-1.0,-1.0,-1.0,2270.6
702121,405641,702.0,405.0,-1.0,-1.0,-1.0,-1.0,2243.4
405641,703021,405.0,703.0,-1.0,0.0,-1.0,1.0,2521.8
703021,405641,703.0,405.0,0.0,-1.0,1.0,-1.0,2472.7
405641,703022,405.0,703.0,-1.0,-1.0,-1.0,1.0,2521.8
703022,405641,703.0,405.0,-1.0,-1.0,1.0,-1.0,2472.7
405641,703031,405.0,703.0,-1.0,-1.0,-1.0,1.0,2521.8
703031,405641,703.0,405.0,-1.0,-1.0,1.0,-1.0,2472.7
405641,703051,405.0,703.0,-1.0,1.0,-1.0,0.0,2602.0
703051,405641,703.0,405.0,1.0,-1.0,0.0,-1.0,2558.9
405641,703052,405.0,703.0,-1.0,1.0,-1.0,1.0,2602.0
703052,405641,703.0,405.0,1.0,-1.0,1.0,-1.0,2558.9
405641,703081,405.0,703.0,-1.0,1.0,-1.0,-1.0,2542.9
703081,405641,703.0,405.0,1.0,-1.0,-1.0,-1.0,2508.7
405641,703082,405.0,703.0,-1.0,1.0,-1.0,-1.0,2542.9
703082,405641,703.0,405.0,1.0,-1.0,-1.0,-1.0,2508.7
405641,703091,405.0,703.0,-1.0,1.0,-1.0,1.0,2542.9
703091,405641,703.0,405.0,1.0,-1.0,1.0,-1.0,2508.7
405641,703111,405.0,703.0,-1.0,-1.0,-1.0,-1.0,2478.2
703111,405641,703.0,405.0,-1.0,-1.0,-1.0,-1.0,2434.9
405641,703112,405.0,703.0,-1.0,-1.0,-1.0,-1.0,2478.2
703112,405641,703.0,405.0,-1.0,-1.0,-1.0,-1.0,2434.9
405641,709011,405.0,709.0,-1.0,1.0,-1.0,1.0,2353.1
709011,405641,709.0,405.0,1.0,-1.0,1.0,-1.0,2270.4
405641,709021,405.0,709.0,-1.0,1.0,-1.0,-1.0,2353.1
709021,405641,709.0,405.0,1.0,-1.0,-1.0,-1.0,2270.4
405641,709081,405.0,709.0,-1.0,1.0,-1.0,-1.0,2370.0
709081,405641,709.0,405.0,1.0,-1.0,-1.0,-1.0,2287.2
405641,709082,405.0,709.0,-1.0,1.0,-1.0,0.0,2370.0
709082,405641,709.0,405.0,1.0,-1.0,0.0,-1.0,2287.2
405641,709083,405.0,709.0,-1.0,1.0,-1.0,1.0,2370.0
709083,405641,709.0,405.0,1.0,-1.0,1.0,-1.0,2287.2
405641,709101,405.0,709.0,-1.0,-1.0,-1.0,-1.0,2370.0
709101,405641,709.0,405.0,-1.0,-1.0,-1.0,-1.0,2287.2
405641,709111,405.0,709.0,-1.0,0.0,-1.0,-1.0,2370.0
709111,405641,709.0,405.0,0.0,-1.0,-1.0,-1.0,2287.2
405641,709112,405.0,709.0,-1.0,0.0,-1.0,-1.0,2370.0
709112,405641,709.0,405.0,0.0,-1.0,-1.0,-1.0,2287.2
405641,709121,405.0,709.0,-1.0,-1.0,-1.0,-1.0,2370.0
